Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
,    12.-Estafas informÃ¡ticas,31.0,53.0,71.0
,    13.-Otros ciberdelitos,3.0,0.0,-100.0
,    III. TOTAL INFRACCIONES PENALES,104.0,125.0,20.2
Castelldefels,    I. CRIMINALIDAD CONVENCIONAL,606.0,691.0,14.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,11.0,120.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,8.0,8.0,0.0
,    5.1.-Agresion sexual con penetracion,4.0,1.0,-75.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,7.0,75.0
,    6. Robos con violencia e intimidacion,9.0,14.0,55.6
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,52.0,54.0
,    7.1.-Robos con fuerza en domicilios,49.0,37.0,-24.5
,    8. Hurtos,235.0,211.0,-10.2
,    9. Sustracciones de vehÃ­culos,12.0,14.0,16.7
,    10. TrÃ¡fico de drogas,8.0,3.0,-62.5
,    11. Resto de criminalidad convencional,277.0,376.0,35.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),139.0,150.0,7.9
,    12.-Estafas informÃ¡ticas,137.0,146.0,6.6
,    13.-Otros ciberdelitos,2.0,4.0,100.0
,    III. TOTAL INFRACCIONES PENALES,745.0,841.0,12.9
Cerdanyola del VallI¨s,    I. CRIMINALIDAD CONVENCIONAL,418.0,445.0,6.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,2.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,5.0,150.0
,    5.1.-Agresion sexual con penetracion,2.0,3.0,50.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,2.0,100.0
,    6. Robos con violencia e intimidacion,17.0,17.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,29.0,34.0
,    7.1.-Robos con fuerza en domicilios,24.0,23.0,-4.2
,    8. Hurtos,130.0,107.0,-17.7
,    9. Sustracciones de vehÃ­culos,5.0,13.0,160.0
,    10. TrÃ¡fico de drogas,3.0,2.0,-33.3
,    11. Resto de criminalidad convencional,230.0,264.0,14.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),105.0,88.0,-16.2
,    12.-Estafas informÃ¡ticas,104.0,85.0,-18.3
,    13.-Otros ciberdelitos,1.0,3.0,200.0
,    III. TOTAL INFRACCIONES PENALES,523.0,533.0,1.9
CornellI  de Llobregat,    I. CRIMINALIDAD CONVENCIONAL,1235.0,1108.0,-10.3
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,3.0,1.0,-66.7
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,10.0,20.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,17.0,9.0,-47.1
,    5.1.-Agresion sexual con penetracion,6.0,3.0,-50.0
,    5.2.-Resto de delitos contra la libertad sexual,11.0,6.0,-45.5
,    6. Robos con violencia e intimidacion,117.0,81.0,-30.8
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,58.0,37.0
,    7.1.-Robos con fuerza en domicilios,23.0,18.0,-21.7
,    8. Hurtos,510.0,378.0,-25.9
,    9. Sustracciones de vehÃ­culos,46.0,21.0,-54.3
,    10. TrÃ¡fico de drogas,8.0,12.0,50.0
,    11. Resto de criminalidad convencional,465.0,549.0,18.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),204.0,274.0,34.3
,    12.-Estafas informÃ¡ticas,197.0,269.0,36.5
,    13.-Otros ciberdelitos,7.0,5.0,-28.6
,    III. TOTAL INFRACCIONES PENALES,1439.0,1382.0,-4.0
Esparreguera,    I. CRIMINALIDAD CONVENCIONAL,101.0,77.0,-23.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,2.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,2.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,5.0,1.0,-80.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,8.0,6.0
,    7.1.-Robos con fuerza en domicilios,5.0,3.0,-40.0
,    8. Hurtos,24.0,17.0,-29.2
,    9. Sustracciones de vehÃ­culos,3.0,1.0,-66.7
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,54.0,48.0,-11.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),21.0,41.0,95.2
,    12.-Estafas informÃ¡ticas,21.0,40.0,90.5
,    13.-Otros ciberdelitos,0.0,1.0,100.0
,    III. TOTAL INFRACCIONES PENALES,122.0,118.0,-3.3
Esplugues de Llobregat,    I. CRIMINALIDAD CONVENCIONAL,768.0,686.0,-10.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,6.0,200.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,5.0,66.7
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,4.0,100.0
,    6. Robos con violencia e intimidacion,28.0,34.0,21.4
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,31.0,27.0
,    7.1.-Robos con fuerza en domicilios,20.0,23.0,15.0
,    8. Hurtos,386.0,356.0,-7.8
,    9. Sustracciones de vehÃ­culos,34.0,16.0,-52.9
,    10. TrÃ¡fico de drogas,0.0,4.0,100.0
,    11. Resto de criminalidad convencional,284.0,238.0,-16.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),117.0,146.0,24.8
,    12.-Estafas informÃ¡ticas,113.0,140.0,23.9
,    13.-Otros ciberdelitos,4.0,6.0,50.0
,    III. TOTAL INFRACCIONES PENALES,885.0,832.0,-6.0
Les Franqueses del VallI¨s,    I. CRIMINALIDAD CONVENCIONAL,142.0,163.0,14.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,4.0,33.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,0.0,0.0
,    6. Robos con violencia e intimidacion,9.0,9.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,15.0,13.0
,    7.1.-Robos con fuerza en domicilios,7.0,6.0,-14.3
,    8. Hurtos,31.0,37.0,19.4
,    9. Sustracciones de vehÃ­culos,1.0,1.0,0.0
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,80.0,97.0,21.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),26.0,35.0,34.6
,    12.-Estafas informÃ¡ticas,22.0,33.0,50.0
,    13.-Otros ciberdelitos,4.0,2.0,-50.0
,    III. TOTAL INFRACCIONES PENALES,168.0,198.0,17.9
GavI,    I. CRIMINALIDAD CONVENCIONAL,448.0,377.0,-15.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,4.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,5.0,3.0,-40.0
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,2.0,-50.0
,    6. Robos con violencia e intimidacion,6.0,5.0,-16.7
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,27.0,23.0
,    7.1.-Robos con fuerza en domicilios,15.0,8.0,-46.7
,    8. Hurtos,188.0,139.0,-26.1
,    9. Sustracciones de vehÃ­culos,12.0,8.0,-33.3
,    10. TrÃ¡fico de drogas,1.0,2.0,100.0
,    11. Resto de criminalidad convencional,207.0,193.0,-6.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),129.0,144.0,11.6
,    12.-Estafas informÃ¡ticas,126.0,140.0,11.1
,    13.-Otros ciberdelitos,3.0,4.0,33.3
,    III. TOTAL INFRACCIONES PENALES,577.0,521.0,-9.7
Granollers,    I. CRIMINALIDAD CONVENCIONAL,675.0,733.0,8.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,10.0,8.0,-20.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,11.0,8.0,-27.3
,    5.1.-Agresion sexual con penetracion,5.0,2.0,-60.0
,    5.2.-Resto de delitos contra la libertad sexual,6.0,6.0,0.0
,    6. Robos con violencia e intimidacion,46.0,35.0,-23.9
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,44.0,59.0
,    7.1.-Robos con fuerza en domicilios,26.0,20.0,-23.1
,    8. Hurtos,197.0,200.0,1.5
,    9. Sustracciones de vehÃ­culos,10.0,6.0,-40.0
,    10. TrÃ¡fico de drogas,1.0,6.0,500.0
,    11. Resto de criminalidad convencional,356.0,410.0,15.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),100.0,77.0,-23.0
,    12.-Estafas informÃ¡ticas,97.0,73.0,-24.7
,    13.-Otros ciberdelitos,3.0,4.0,33.3
,    III. TOTAL INFRACCIONES PENALES,775.0,810.0,4.5
Hospitalet de Llobregat (L'),    I. CRIMINALIDAD CONVENCIONAL,4914.0,4777.0,-2.8
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,4.0,5.0,25.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,36.0,48.0,33.3
,    4. Secuestro,1.0,0.0,-100.0
,    5. Delitos contra la libertad sexual,37.0,49.0,32.4
,    5.1.-Agresion sexual con penetracion,16.0,20.0,25.0
,    5.2.-Resto de delitos contra la libertad sexual,21.0,29.0,38.1
,    6. Robos con violencia e intimidacion,469.0,455.0,-3.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,177.0,179.0
,    7.1.-Robos con fuerza en domicilios,102.0,111.0,8.8
,    8. Hurtos,1989.0,1656.0,-16.7
,    9. Sustracciones de vehÃ­culos,111.0,73.0,-34.2
,    10. TrÃ¡fico de drogas,20.0,35.0,75.0
,    11. Resto de criminalidad convencional,2069.0,2277.0,10.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),274.0,364.0,32.8
,    12.-Estafas informÃ¡ticas,266.0,355.0,33.5
,    13.-Otros ciberdelitos,8.0,9.0,12.5
,    III. TOTAL INFRACCIONES PENALES,5188.0,5141.0,-0.9
Igualada,    I. CRIMINALIDAD CONVENCIONAL,375.0,371.0,-1.1
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,6.0,6.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,8.0,4.0,-50.0
,    5.1.-Agresion sexual con penetracion,5.0,2.0,-60.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,2.0,-33.3
,    6. Robos con violencia e intimidacion,10.0,14.0,40.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,39.0,29.0
,    7.1.-Robos con fuerza en domicilios,30.0,15.0,-50.0
,    8. Hurtos,120.0,125.0,4.2
,    9. Sustracciones de vehÃ­culos,8.0,8.0,0.0
,    10. TrÃ¡fico de drogas,2.0,4.0,100.0
,    11. Resto de criminalidad convencional,181.0,181.0,0.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),110.0,116.0,5.5
,    12.-Estafas informÃ¡ticas,104.0,115.0,10.6
,    13.-Otros ciberdelitos,6.0,1.0,-83.3
,    III. TOTAL INFRACCIONES PENALES,485.0,487.0,0.4
Manlleu,    I. CRIMINALIDAD CONVENCIONAL,58.0,84.0,44.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,0.0,2.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,0.0,0.0,0.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,0.0,0.0
,    6. Robos con violencia e intimidacion,3.0,2.0,-33.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,7.0,4.0
,    7.1.-Robos con fuerza en domicilios,3.0,3.0,0.0
,    8. Hurtos,10.0,20.0,100.0
,    9. Sustracciones de vehÃ­culos,1.0,2.0,100.0
,    10. TrÃ¡fico de drogas,1.0,1.0,0.0
,    11. Resto de criminalidad convencional,36.0,53.0,47.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),23.0,36.0,56.5
,    12.-Estafas informÃ¡ticas,23.0,34.0,47.8
,    13.-Otros ciberdelitos,0.0,2.0,100.0
,    III. TOTAL INFRACCIONES PENALES,81.0,120.0,48.1
Manresa,    I. CRIMINALIDAD CONVENCIONAL,837.0,971.0,16.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,17.0,16.0,-5.9
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,7.0,10.0,42.9
,    5.1.-Agresion sexual con penetracion,5.0,4.0,-20.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,6.0,200.0
,    6. Robos con violencia e intimidacion,34.0,65.0,91.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,70.0,75.0
,    7.1.-Robos con fuerza en domicilios,41.0,53.0,29.3
,    8. Hurtos,295.0,296.0,0.3
,    9. Sustracciones de vehÃ­culos,7.0,9.0,28.6
,    10. TrÃ¡fico de drogas,4.0,7.0,75.0
,    11. Resto de criminalidad convencional,403.0,492.0,22.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),221.0,259.0,17.2
,    12.-Estafas informÃ¡ticas,210.0,251.0,19.5
,    13.-Otros ciberdelitos,11.0,8.0,-27.3
,    III. TOTAL INFRACCIONES PENALES,1058.0,1230.0,16.3
Martorell,    I. CRIMINALIDAD CONVENCIONAL,293.0,351.0,19.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,5.0,150.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,7.0,133.3
,    5.1.-Agresion sexual con penetracion,3.0,4.0,33.3
,    5.2.-Resto de delitos contra la libertad sexual,0.0,3.0,100.0
,    6. Robos con violencia e intimidacion,16.0,17.0,6.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,12.0,15.0
,    7.1.-Robos con fuerza en domicilios,6.0,9.0,50.0
,    8. Hurtos,107.0,121.0,13.1
,    9. Sustracciones de vehÃ­culos,8.0,4.0,-50.0
,    10. TrÃ¡fico de drogas,1.0,6.0,500.0
,    11. Resto de criminalidad convencional,144.0,176.0,22.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),50.0,90.0,80.0
,    12.-Estafas informÃ¡ticas,50.0,85.0,70.0
,    13.-Otros ciberdelitos,0.0,5.0,100.0
,    III. TOTAL INFRACCIONES PENALES,343.0,441.0,28.6
Masnou (El),    I. CRIMINALIDAD CONVENCIONAL,106.0,143.0,34.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,2.0,-50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,0.0,3.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,2.0,100.0
,    6. Robos con violencia e intimidacion,7.0,6.0,-14.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,11.0,12.0
,    7.1.-Robos con fuerza en domicilios,9.0,9.0,0.0
,    8. Hurtos,40.0,26.0,-35.0
,    9. Sustracciones de vehÃ­culos,5.0,3.0,-40.0
,    10. TrÃ¡fico de drogas,1.0,1.0,0.0
,    11. Resto de criminalidad convencional,38.0,89.0,134.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),71.0,66.0,-7.0
,    12.-Estafas informÃ¡ticas,70.0,63.0,-10.0
,    13.-Otros ciberdelitos,1.0,3.0,200.0
,    III. TOTAL INFRACCIONES PENALES,177.0,209.0,18.1
MatarI³,    I. CRIMINALIDAD CONVENCIONAL,1712.0,1993.0,16.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,1.0,-50.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,21.0,18.0,-14.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,24.0,15.0,-37.5
,    5.1.-Agresion sexual con penetracion,8.0,4.0,-50.0
,    5.2.-Resto de delitos contra la libertad sexual,16.0,11.0,-31.3
,    6. Robos con violencia e intimidacion,129.0,128.0,-0.8
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,72.0,119.0
,    7.1.-Robos con fuerza en domicilios,39.0,77.0,97.4
,    8. Hurtos,566.0,543.0,-4.1
,    9. Sustracciones de vehÃ­culos,46.0,46.0,0.0
,    10. TrÃ¡fico de drogas,12.0,21.0,75.0
,    11. Resto de criminalidad convencional,840.0,1102.0,31.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),321.0,396.0,23.4
,    12.-Estafas informÃ¡ticas,313.0,383.0,22.4
,    13.-Otros ciberdelitos,8.0,13.0,62.5
,    III. TOTAL INFRACCIONES PENALES,2033.0,2389.0,17.5
Molins de Rei,    I. CRIMINALIDAD CONVENCIONAL,213.0,202.0,-5.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,1.0,-66.7
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,4.0,33.3
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,4.0,33.3
,    6. Robos con violencia e intimidacion,3.0,13.0,333.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,47.0,29.0
,    7.1.-Robos con fuerza en domicilios,24.0,23.0,-4.2
,    8. Hurtos,56.0,43.0,-23.2
,    9. Sustracciones de vehÃ­culos,10.0,9.0,-10.0
,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
,    11. Resto de criminalidad convencional,91.0,101.0,11.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),49.0,57.0,16.3
,    12.-Estafas informÃ¡ticas,47.0,54.0,14.9
,    13.-Otros ciberdelitos,2.0,3.0,50.0
,    III. TOTAL INFRACCIONES PENALES,262.0,259.0,-1.1
Mollet del VallI¨s,    I. CRIMINALIDAD CONVENCIONAL,563.0,558.0,-0.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,6.0,20.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,8.0,6.0,-25.0
,    5.1.-Agresion sexual con penetracion,3.0,1.0,-66.7
,    5.2.-Resto de delitos contra la libertad sexual,5.0,5.0,0.0
,    6. Robos con violencia e intimidacion,16.0,21.0,31.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,39.0,20.0
,    7.1.-Robos con fuerza en domicilios,24.0,16.0,-33.3
,    8. Hurtos,144.0,125.0,-13.2
,    9. Sustracciones de vehÃ­culos,12.0,12.0,0.0
,    10. TrÃ¡fico de drogas,4.0,2.0,-50.0
,    11. Resto de criminalidad convencional,334.0,366.0,9.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),48.0,57.0,18.8
,    12.-Estafas informÃ¡ticas,46.0,56.0,21.7
,    13.-Otros ciberdelitos,2.0,1.0,-50.0
,    III. TOTAL INFRACCIONES PENALES,611.0,615.0,0.7
Montcada i Reixac,    I. CRIMINALIDAD CONVENCIONAL,547.0,661.0,20.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,5.0,25.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,1.0,-50.0
,    5.1.-Agresion sexual con penetracion,2.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,1.0,100.0
,    6. Robos con violencia e intimidacion,24.0,20.0,-16.7
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,39.0,27.0
,    7.1.-Robos con fuerza en domicilios,21.0,16.0,-23.8
,    8. Hurtos,128.0,139.0,8.6
