precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
2.500 €/mes;Piso en Avenida de la Ciudad de Barcelona;/alquilar/piso-adelfas28007-1702195180_100500/;Adelfas (Distrito Retiro. Madrid Capital);111 m²;Sleep atocha is close to the atocha station and the parque del retiro, in the pacífico neighbourhood. Very well connected by two m...;40.3994858;-3.6719826;3 habs.;2 baños;6ª planta
850 €/mes;Piso en calle de los Decoradores;/alquilar/piso-san_blas_hellin28037-39175139338_991170/;Hellín (Distrito San Blas. Madrid Capital);57 m²;Sin honorarios de agencia para el inquilino! Disponible a partir de diciembre, el piso se entregara sin amueblar, la cocina si se ...;40.4320215;-3.6187072;1 hab.;1 baño;4ª planta
1.500 €/mes;Ático en Sol;/alquilar/atico-centro_palacio28013-38397577913_102100/;Palacio (Distrito Centro. Madrid Capital);80 m²;Gilmar pone a su disposición este precioso ático en pleno centro de madrid, junto a la plaza de ópera y el palacio real.  La vivie...;40.4233562;-3.7104438;1 hab.;1 baño;
850 €/mes;Apartamento en Retiro;/alquilar/apartamento-nino_jesus28007-39177937978_102100/;Niño Jesús (Distrito Retiro. Madrid Capital);65 m²;Apartamento en retiro de 65 m², 1 dormitorio, 1 baño, exterior, mucha, orientación sur, 1 plaza de garaje  características:  calef...;40.412055915;-3.665725832;1 hab.;1 baño;
2.980 €/mes;Piso en calle Castella;/alquilar/piso-salamanca_castellana28006-19261761023_517093/;Castellana (Distrito Salamanca. Madrid Capital);118 m²;"Magnifico piso exterior con terraza, portería 24 horas, calefacción y aire acondicionado central y posibilidad de garaje.

Ubicado...";40.43718956445691;-3.6806492473172328;2 habs.;2 baños;4ª planta
2.300 €/mes;Piso en Malasaña;/alquilar/piso-universidad_malasana28004-36698318550_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);70 m²;Precioso piso exterior de alquiler temporal en el centro de madrid con capacidad para 4 personas. Dispone de dos dormitorios con c...;40.4257769;-3.7050956;2 habs.;1 baño;1ª planta
1.650 €/mes;Piso en calle de Ramírez de Arellano;/alquilar/piso-san_juan_bautista28043-38412650441_100500/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);111 m²;Amplio piso con terraza en urbanización con jardines, piscina semiolímpica, pista de tenis, vigilancia y también parking comunitar...;40.4475604;-3.6578939;3 habs.;2 baños;8ª planta
2.700 €/mes;Apartamento en Paseo del General Martínez Campos, 19;/alquilar/apartamento-chamberi_almagro28010-38377682668_102200/;Almagro (Distrito Chamberí. Madrid Capital);74 m²;"Preciosa vivienda  en el corazón de almagro, uno de los  barrios más emblemáticos y agradables de madrid.

Un edificio de obra nue...";40.435184;-3.695769;1 hab.;1 baño;4ª planta
1.190 €/mes;Piso en calle de López de Hoyos, 474;/alquilar/piso-pinar_del_rey28043-38432518844_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);87 m²;Disponibilidad inmediata. Sin amueblar. Alquiler completo de larga estancia, no por habitaciones ni de temporada. Amplia vivienda ...;40.4714;-3.64978;3 habs.;1 baño;4ª planta
2.000 €/mes;Piso en calle de Santa Hortensia;/alquilar/piso-chamartin_prosperidad28002-39198967798_108900/;Prosperidad (Distrito Chamartín. Madrid Capital);128 m²;"¡Piso exterior sin amueblar en alquiler!
Amplia plaza de garaje incluida en el precio

Housingo se complace en presentar este impr...";40.4451535;-3.6693722;4 habs.;2 baños;
586 €/mes;Estudio en calle del Alcatraz, 6;/alquilar/estudio-abrantes28019-33426232502_518087/;Abrantes (Distrito Carabanchel. Madrid Capital);17 m²;Altura piso 4º, estudio superficie total 17 m², superficie útil 15 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frío), ...;40.389619322450066;-3.7223041270418555;1 hab.;1 baño;
994 €/mes;Apartamento en calle de Canillas;/alquilar/apartamento-chamberi_almagro28010-35031397529_518087/;Almagro (Distrito Chamberí. Madrid Capital);25 m²;"Apartamento de 25 m² ubicado en el barrio de prosperidad en madrid.

Esta zona es ideal ya que se encuentra en el centro de la cap...";40.4400455;-3.6778301;1 hab.;1 baño;Bajo
1.375 €/mes;Piso en calle de Antonio Acuña;/alquilar/piso-goya28009-39194437790_108900/;Goya (Distrito Salamanca. Madrid Capital);72 m²;"¡Estupendo piso cerca del retiro!
**disponible el 15 de diciembre, sin amueblar

Housingo presenta&nbsp; este auténtico hogar, un ...";40.422874;-3.6786724;2 habs.;1 baño;
2.300 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28006-39179593482_102100/;Castellana (Distrito Salamanca. Madrid Capital);100 m²;Piso en salamanca de 100 m², 2 dormitorios, 1 baño, cocina, exterior, muy luminoso, orientación sur  características:  calefacción...;40.437355637;-3.681852029;2 habs.;1 baño;
1.190 €/mes;Piso en calle de Benigno Soto, 5;/alquilar/piso-chamartin_ciudad_jardin28002-39223450815_109300/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);89 m²;Inmobiliaria  ofrece apartamento duplex  con excelente iluminación y muy bien ubicado en c/benigno soto, muy cercano al parque ber...;40.4480022;-3.6745735;1 hab.;1 baño;Bajo
2.400 €/mes;Ático en calle del General Díaz Porlier;/alquilar/atico-goya28006-5020728323_517093/;Goya (Distrito Salamanca. Madrid Capital);72 m²;"Espectacular ático con terraza de unos 40m² con maravillosas vistas.

En la planta baja tenemos dos amplios dormitorios ambos con ...";40.4321785;-3.6767942;2 habs.;2 baños;
1.634 €/mes;Piso en calle del Conde de Romanones;/alquilar/piso-centro_embajadores_lavapies28012-39216822574_108900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);73 m²;"Disponible el 16 de enero.  
Posibilidad de alquilar corta estancia! 175 € de suministros y limpieza incluida.sin posibilidad de v...";40.4137202;-3.7049245;2 habs.;1 baño;
1.400 €/mes;Piso en Ciudad Universitaria;/alquilar/piso-penagrande28035-37574213155_102100/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);75 m²;Piso en ciudad universitaria de 75 m², 2 dormitorios, 1 baño, cocina, exterior, muy luminoso y salón independiente  característica...;40.4809147;-3.7311001;2 habs.;1 baño;
2.600 €/mes;Ático en Palacio;/alquilar/atico-centro_palacio28005-37568112413_100500/;Palacio (Distrito Centro. Madrid Capital);105 m²;"Un ático con una gran terraza y vistas al palacio real, una posición privilegiada en el centro de madrid.

La propiedad es un átic...";40.414626297;-3.710285531;1 hab.;1 baño;
6.000 €/mes;Piso en Madrid;/alquilar/piso-salamanca_castellana28006-25869676436_100500/;Castellana (Distrito Salamanca. Madrid Capital);264 m²;"Diza consultores les presenta este magnífico piso recién reformado con las mejores calidades. 

El piso cuenta con 3 dormitorios y...";40.437635;-3.6867181;4 habs.;4 baños;3ª planta
4.600 €/mes;Piso en calle Gran Vía;/alquilar/piso-sol_barrio28013-32592885585_108900/;Sol (Distrito Centro. Madrid Capital);182 m²;"¡Fantástico piso recién reformado con 4 balcones a la calle, con unas vistas inmejorables sobre gran vía!
Se entega totalmente amu...";40.4199134;-3.7027987;2 habs.;2 baños;
1.790 €/mes;Apartamento en calle de los Señores de Luzón;/alquilar/apartamento-centro_palacio28013-39184560637_108900/;Palacio (Distrito Centro. Madrid Capital);63 m²;"¡Apartamento recién reformado!
Se entrega totalmente amueblado y equipado.
*las imágenes han sido decoradas con inteligencia artif...";40.4160588;-3.7107539;1 hab.;1 baño;
1.200 €/mes;Piso en Acacias;/alquilar/piso-acacias28005-38414114248_108900/;Acacias (Distrito Arganzuela. Madrid Capital);84 m²;"Piso en madrid río

Piso de 2 habitaciones entre pirámides y madrid río, rodeado de zonas verdes y parques. Cercano al centro hist...";40.4043143;-3.7044146;2 habs.;1 baño;
950 €/mes;Piso en Plaza de la Isla de Lanzarote;/alquilar/piso-fuencarral_el_pardo_valverde28034-39245585109_522137/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);57 m²;¡Bienvenidos a gesbarrod gestión inmobiliaria! Hoy os presentamos una vivienda de 57 metros cuadrados en el distrito de fuencarral...;40.4918689;-3.6870304;2 habs.;1 baño;1ª planta
780 €/mes;Piso en calle C. de Pobladura del Valle;/alquilar/piso-san_blas_amposta-39252835951_101800/;Amposta (Distrito San Blas. Madrid Capital);41 m²;"Zazume te trae esta cómoda y acogedora vivienda exterior ¡Lista para entrar a vivir!

*contrato de larga estancia (+12 meses) y no...";40.4225212;-3.6262135;;;
1.700 €/mes;Piso en Las Tablas;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-38425191358_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);92 m²;En alquiler precioso ático de dos dormitorios con terraza de 30 m² útiles en orientación suroeste completamente amueblado en urban...;40.4985588;-3.6699505;2 habs.;2 baños;7ª planta
2.000 €/mes;Piso en Castellana-Orense;/alquilar/piso-tetuan_cuatro_caminos28020-37590462867_102100/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);80 m²;Piso en castellana-orense de 80 m², 2 dormitorios, 2 baños, cocina, exterior, muy luminoso, 1 plaza de garaje  características:  c...;40.4533354;-3.6929012;2 habs.;2 baños;
1.016 €/mes;Piso en calle de las Viñas del Río, 13;/alquilar/piso-butarque28021-3714814943_109700/;Butarque (Distrito Villaverde. Madrid Capital);73 m²;"Vt5.
Vivienda a estrenar sin comisiones de agencia y solamente un mes de fianza.
Promoción de obra nueva de 74 viviendas en régime...";40.3388668;-3.6770727;2 habs.;2 baños;
4.500 €/mes;Ático en calle de Condes del Val;/alquilar/atico-chamartin_hispanoamerica28036-35081028051_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);390 m²;"Oportunidad!
Maravillosa vivienda exclusiva. 4ª planta ático. La terraza se incorporó al salón pero puede recuperarse. 
Reformado,...";40.4571884;-3.6833428;;;
750 €/mes;Estudio en calle de Villamiel de Cáceres;/alquilar/estudio-hortaleza_palomas28042-27516260263_995477/;Palomas (Distrito Hortaleza. Madrid Capital);35 m²;Precioso estudio  en zona palomas próximo a arturo soria , aeropuerto de barajas y hospital universitario de navarra, con salida d...;40.4518408;-3.6092617;1 hab.;1 baño;
2.000 €/mes;Piso en Chamartin;/alquilar/piso-castilla28036-30845333987_108900/;Castilla (Distrito Chamartín. Madrid Capital);126 m²;"Disponible ya.
¡Fantastica vivienda con plaza de garaje y piscina comunitaria!

¡Por 2.100€ se entrega amueblado!

Housingo presen...";40.4718607;-3.6749574;2 habs.;2 baños;
1.200 €/mes;Piso en calle C. del Pintor Ribera;/alquilar/piso-chamartin_hispanoamerica28016-38366213227_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);80 m²;"Zazume te trae esta cómoda y acogedora vivienda completamente amueblada, en una de las mejores zonas de madrid

*contrato de media...";40.4546585;-3.6701033;;;
5.000 €/mes;Apartamento en Justicia;/alquilar/apartamento-justicia_chueca28004-35009416930_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);248 m²;"Esta propiedad es especial por:

Encontrarse en un barrio que está repleto de encanto histórico y arquitectura impresionante. Sus ...";40.4246265;-3.6945306;3 habs.;3 baños;Bajo
4.000 €/mes;Piso en Recoletos;/alquilar/piso-recoletos28001-39255800475_102100/;Recoletos (Distrito Salamanca. Madrid Capital);130 m²;Piso en recoletos de 130 m², 3 dormitorios, 2 baños, interior, muy luminoso y salón independiente  características:  calefacción: ...;40.4240381;-3.6778484;3 habs.;2 baños;
2.900 €/mes;Piso en calle de Villanueva;/alquilar/piso-recoletos28001-39190310915_108900/;Recoletos (Distrito Salamanca. Madrid Capital);105 m²;"Disponible el 1 de diciembre 2023
Plaza de garaje opcional en serrano park

 
Housingo presenta esta excepcional residencia, un pi...";40.4223889;-3.68322;3 habs.;2 baños;
3.200 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-30870414768_100500/;Almagro (Distrito Chamberí. Madrid Capital);90 m²;Diza consultores les presenta este piso en almagro. Zona inmejorable, disponemos de un antiguo palacete, reformado íntegramente co...;40.436776;-3.6906338;1 hab.;2 baños;4ª planta
1.200 €/mes;Piso en calle de Manipa;/alquilar/piso-san_blas_hellin28037-38411872281_103800/;Hellín (Distrito San Blas. Madrid Capital);94 m²;Se alquila piso en zona arturo soria, de 3 dormitorios, cocina totalmente equipada, salon con salida a gran terraza abierta, baño ...;40.4403708;-3.6473697;3 habs.;2 baños;3ª planta
895 €/mes;Piso en Avenida de Los Fueros;/alquilar/piso-san_fermin-35097791233_107500/;San Fermín (Distrito Usera. Madrid Capital);62 m²;Promoción: ¡Alta de suministros gratis si reservas antes del 30 de noviembre! y además, ¡Sin comisiones de agencia!.Piso en alquil...;40.370681;-3.687799;3 habs.;1 baño;
1.290 €/mes;Piso en Malasaña;/alquilar/piso-justicia_chueca28004-39238989963_102100/;Justicia-Chueca (Distrito Centro. Madrid Capital);35 m²;Piso en malasaña de 35 m², 1 baño, exterior, muy luminoso  características:  calefacción: a/a frio - calor aire acondicionado asce...;40.4245829;-3.7034423;;1 baño;
3.000 €/mes;Dúplex en calle de Pablo Vidal, 5;/alquilar/duplex-ciudad_lineal_colina28043-35089657330_101800/;Colina (Distrito Ciudad Lineal. Madrid Capital);170 m²;"Maravilloso ático duplex sin terraza.
En urb privada con jardín, soportales para jugar los niños, piscina. 
Portero físico. Garaje...";40.4592;-3.6625;4 habs.;3 baños;3ª planta
1.200 €/mes;Piso en calle de Santa Adela;/alquilar/piso-pinar_del_rey28033-39200084306_108900/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);100 m²;Vivienda madrid alquila inmueble en una 9ª planta con excelentes vistas, el portal dispone de rampa para personas con movilidad re...;40.478339048;-3.648524199;3 habs.;1 baño;
1.250 €/mes;Piso en Almagro;/alquilar/piso-bellas_vistas28039-7569348144_102100/;Bellas Vistas (Distrito Tetuán. Madrid Capital);70 m²;Piso en almagro de 70 m², 1 dormitorio, 2 baños, muy luminoso  características:  calefacción: individual gas natural aire acondici...;40.478709573;-3.690884589;1 hab.;2 baños;
900 €/mes;Apartamento en San Blas - Las Rejas;/alquilar/apartamento-rejas28022-39230208534_106000/;Rejas (Distrito San Blas. Madrid Capital);49 m²;Inmofacil.com ***alquila estupendo apartamento turistico  de un dormitorio ubicado en una de las mejores zonas de las rejas - san ...;40.444134311;-3.583010272;1 hab.;1 baño;4ª planta
1.750 €/mes;Piso en calle Pastora Imperio;/alquilar/piso-castilla28016-99236005423_517093/;Castilla (Distrito Chamartín. Madrid Capital);133 m²;Piso en planta 10, totalmente amueblado con piscina, garaje, portero físico, jardín. El piso está en magnífico estado de conservac...;40.4820342;-3.6746162;3 habs.;2 baños;10ª planta
1.450 €/mes;Apartamento en calle Hermosilla;/alquilar/apartamento-recoletos28001-39261551874_108900/;Recoletos (Distrito Salamanca. Madrid Capital);75 m²;"¡Apartamento en alquiler en recoletos!
Plaza de garaje opcional 150€ / mes

Housingo se complace en presentar este luminoso y espa...";40.4262656;-3.6803353;1 hab.;1 baño;
2.400 €/mes;Piso en calle de Goya, 82;/alquilar/piso-goya28009-35070869575_100500/;Goya (Distrito Salamanca. Madrid Capital);103 m²;"Magnífico piso en finca señorial, completamente exterior, recientemente reformado en su
Totalidad, de 103 m² según catastro, plant...";40.4245;-3.67388;2 habs.;4 baños;1ª planta
1.200 €/mes;Piso en calle de José Arcones Gil;/alquilar/piso-ciudad_lineal_pueblo_nuevo28037-37544381497_991170/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);93 m²;Magnífica y confortable vivienda con doble orientación (sur y oeste), gracias a eso tiene mucha luz natural durante todo el día, a...;40.4356936;-3.6389895;3 habs.;2 baños;8ª planta
780 €/mes;Piso en Concepción;/alquilar/piso-concepcion-32526860711_100200/;Concepción (Distrito Ciudad Lineal. Madrid Capital);37 m²;"Agencia inmobiliaria de madrid zona barrio de la concepción - san pascual tecnocasa oficina san pascual:
En alquiler: calle virgen...";40.4391133;-3.6499594;1 hab.;1 baño;
2.600 €/mes;Piso en calle del Cardenal Cisneros;/alquilar/piso-chamberi_arapiles28015-36673495438_108900/;Arapiles (Distrito Chamberí. Madrid Capital);204 m²;"Magnífica vivienda exterior ideal para familias en la finca más moderna de la calle.  
Consta de un amplio salón comedor independi...";40.4325937;-3.7024194;3 habs.;3 baños;
875 €/mes;Apartamento en calle de Valentín San Narciso;/alquilar/apartamento-palomeras_bajas28018-38427842770_100500/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);38 m²;"Apartamento exterior situado en una 1º planta con ascensor.

Se alquila amueblado

Cuenta con un dormitorio y un baño.
Está equipa...";40.3863735;-3.6564739;1 hab.;1 baño;1ª planta
