precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
2.490.000 €;Dúplex en Chamartin;/comprar/duplex-nueva_espana28036-41684117075_109300/;Nueva España (Distrito Chamartín. Madrid Capital);305 m²;Les presentamos un espacio único. En el corazón de el viso, una de las zonas más señoriales y exclusivas de madrid, les mostramos ...;40.4652456;-3.6819321;4 habs.;4 baños;
198.000 €;Piso en calle de Ramón Luján;/comprar/piso-moscardo28026-43430176265_515003/;Moscardó (Distrito Usera. Madrid Capital);65 m²;"Piso en venta reformado a estrenar en zona moscardó-usera - madrid
La vivienda de 65m² construidos según catastro, se encuentra en...";40.3867357;-3.704589;2 habs.;1 baño;1ª planta
322.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4016497783_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);66 m²;Bajo. Piso en un inmueble de obra nueva de 66 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135;1 hab.;1 baño;Bajo
253.000 €;Piso en calle de San Sinforiano, 4;/comprar/piso-casco_historico_de_barajas-4368696278_109700/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);49 m²;1º C. Piso en un inmueble de obra nueva de 49 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 1. Está estructurado en 1 habitación y 1 baño completo. Aporta como extras garaje 2 y trastero 3.;40,4731113;-3,5806503;1 hab.;1 baño;1ª planta
820.000 €;Piso en calle de Hartzenbusch;/comprar/piso-trafalgar28010-45025208585_102200/;Trafalgar (Distrito Chamberí. Madrid Capital);83 m²;Chamberí- trafalgar. este inmueble se encuentra en una ubicación ideal, cerca de lugares de moda como la zona de malasaña. A pocos...;40.4302133;-3.7024465;2 habs.;2 baños;3ª planta
380.000 €;Piso en Fuente del Berro;/comprar/piso-fuente_del_berro28028-44188654999_100500/;Fuente del Berro (Distrito Salamanca. Madrid Capital);67 m²;"¡¡¡No cobramos honorarios al comprador!!!

Asesores inmobiliarios las rosas pone a la venta este bonito piso situado en fuente del...";40.4241769;-3.6690464;3 habs.;1 baño;2ª planta
3.500.000 €;Casa en Hortaleza;/comprar/casa-piovera28043-33378166783_109300/;Piovera (Distrito Hortaleza. Madrid Capital);1.398 m²;En el centro del parque conde orgaz, en una de las calles más tranquilas y mejor posicionadas de la zona, se vende un exclusivo ch...;40.4527619;-3.6348552;5 habs.;5 baños;
680.000 €;Dúplex en Conde Orgaz;/comprar/duplex-piovera28043-39195479975_102100/;Piovera (Distrito Hortaleza. Madrid Capital);115 m²;Gilmar consulting inmobiliario conde orgaz presenta este inigualable ático-dúplex de lujo situado en una de las mejores urbanizaci...;40.4584882;-3.6425835;2 habs.;2 baños;
1.295.000 €;Piso en Ciudad Lineal;/comprar/piso-ciudad_lineal_atalaya-40925477197_109300/;Atalaya (Distrito Ciudad Lineal. Madrid Capital);251 m²;En urbanización cerrada en arturo soria, se vende magnifico piso de 4 habitaciones y 3 baños, salón cocina abierta al salón y lava...;40.466064;-3.6651488;4 habs.;3 baños;
890.000 €;Piso en calle;/comprar/piso-justicia_chueca28004-42506481181_107700/;Justicia-Chueca (Distrito Centro. Madrid Capital);124 m²;Ubicada en el corazon de madrid, vivienda centrica amplia con 2 habitaciones y 2 baños en suite , baño de servicios ,gran salon y ...;40.4238601722908;-3.69928505699099;2 habs.;2 baños;
640.000 €;Piso en Mirasierra;/comprar/piso-fuencarral_el_pardo_la_paz28034-42599831531_102100/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);136 m²;En el exclusivo barrio de mirasierra, en madrid, se encuentra esta impresionante vivienda en altura. Con una construcción de alta ...;40.4957923;-3.690944;4 habs.;2 baños;
995.000 €;Piso en calle del Príncipe de Vergara;/comprar/piso-salamanca_castellana28006-43336567715_100500/;Castellana (Distrito Salamanca. Madrid Capital);118 m²;Diza consultores les presenta luminosa y espaciosa propiedad de 118 metros cuadrados, que ofrece un estilo de vida único en una de...;40.4364362;-3.6794397;4 habs.;2 baños;2ª planta
6.600.000 €;Piso en Almagro;/comprar/piso-tetuan_almenara28046-37592956388_102100/;Almenara (Distrito Tetuán. Madrid Capital);672 m²;Piso en almagro de 672 m², 5 dormitorios, 5 baños, cocina, exterior, muy luminoso, orientación este y salón independiente  caracte...;40.4842607;-3.6852766;5 habs.;5 baños;
989.000 €;Piso en Carrera San Jerónimo;/comprar/piso-sol_barrio28014-45079976216_109300/;Sol (Distrito Centro. Madrid Capital);112 m²;"Centro/ cortes
Luminoso piso de tres habitaciones y tres baños, con dos de ellos en suite, se encuentra en la segunda planta y des...";40.4167972;-3.7017972;3 habs.;3 baños;
345.000 €;Piso en Berruguete;/comprar/piso-berruguete28039-44192756833_105100/;Berruguete (Distrito Tetuán. Madrid Capital);81 m²;"¡Oportunidad única en el barrio de berruguete!
 
 Se vende exclusivo piso de 70 m², listo para entrar a vivir, ubicado en una de l...";40.4632618;-3.706126;3 habs.;1 baño;1ª planta
1.540.000 €;Piso en Arapiles;/comprar/piso-chamberi_arapiles28015-44175918958_100500/;Arapiles (Distrito Chamberí. Madrid Capital);330 m²;Sin honorarios de agencia al comprador. Representativa finca con piscina. Oficina exterior de 330 metros, son dos fincas registral...;40.4361211;-3.7039166;5 habs.;3 baños;1ª planta
1.430.000 €;Piso en calle del Duque de Sesto;/comprar/piso-goya28009-44210325191_100500/;Goya (Distrito Salamanca. Madrid Capital);133 m²;"Diza consultores les presenta luminoso piso a un paso de el retiro.

En la primera planta de un edificio construido a mediados del...";40.4223491;-3.6752206;3 habs.;;1ª planta
343.700 €;Estudio en calle del Arquitecto Sánchez Arcas, 5;/comprar/estudio-ciudad_universitaria28040-3519915187_109700/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);47 m²;6-6. Estudio en un inmueble de obra nueva de 47 m² de superficie construida y situado en la zona de madrid capital, acomodado en p...;40.4537315;-3.7159647;;1 baño;
1.499.000 €;Piso en calle de Hortaleza;/comprar/piso-justicia_chueca28004-40924668723_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);200 m²;Magnífico piso en venta en el corazón del distrito centro, en la zona de justicia. Este espacioso piso de 200 metros cuadrados cue...;40.4211234;-3.7004062;3 habs.;3 baños;3ª planta
2.800.000 €;Piso en calle de Campoamor;/comprar/piso-justicia_chueca28004-40916900965_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);262 m²;"Diza consultores les presenta piso en edificio clásico con balcones, en una de las calles más representativas de justicia.

En la ...";40.4258178;-3.6961137;3 habs.;;1ª planta
2.200.000 €;Piso en calle Libertad;/comprar/piso-justicia_chueca28004-34180598783_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);185 m²;Diplomatic real estate ofrece magnifica vivienda de lujo totalmente  reformada con materiales de excelente calidad y amueblada con...;40.4226404;-3.6969316;3 habs.;4 baños;3ª planta
175.000 €;Piso en calle del Castillo de Arévalo;/comprar/piso-san_blas_simancas28037-44208339797_100500/;Simancas (Distrito San Blas. Madrid Capital);57 m²;"Vohome propiedades salvador/suanzes/simancas ofrece en venta piso en simancas.

Esta vivienda en primera planta se distribuye en: ...";40.429394;-3.6282193;2 habs.;1 baño;1ª planta
94.900 €;Piso en calle de Ramón Calabuig;/comprar/piso-san_diego28053-44208432530_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);55 m²;"Oportunidad solo para inversores. 
Piso en rentabilidad - 7,20% al año
Contrato de alquiler con seguro de impago, fecha fin de con...";40.3948012;-3.6711595;2 habs.;1 baño;
1.170.000 €;Piso en calle de Fortunata y Jacinta;/comprar/piso-tetuan_cuatro_caminos28020-43410130134_100500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);193 m²;"La vivienda se encuentra en reforma. Las fotos corresponden a otro proyecto acabados similares. Se entrega amueblada y decorada

¡...";40.4543143;-3.6975556;3 habs.;4 baños;1ª planta
865.000 €;Piso en calle de Pedro Justo Dorado Dellmans, 9;/comprar/piso-moncloa_aravaca_aravaca28040-38426165431_994534/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);125 m²;"Pisos 3 dormitorios frente al parque de almansa

Si deseas vivir en el distrito de moncloa, en el barrio de ciudad universitaria, ...";40.448335652877105;-3.7128628334057585;3 habs.;2 baños;2ª planta
365.000 €;Piso en Aluche;/comprar/piso-latina_aluche28047-39169686975_100200/;Aluche (Distrito Latina. Madrid Capital);96 m²;"Agencia inmobiliaria de madrid - zona aluche - camarena - san bruno
Vende piso en la calle valmojado;

Urbanización san bruno 5 al...";40.3961514;-3.7568464;3 habs.;2 baños;
385.000 €;Piso en Embajadores;/comprar/piso-centro_embajadores_lavapies28012-44219752884_105100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);86 m²;"¡Exclusiva propiedad en lavapiés: lujo y confort en el corazón de madrid!
 
 Vivienda2 tiene el placer de presentar una oportunida...";40.409366;-3.7018585;3 habs.;1 baño;5ª planta
128.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-44219974209_100200/;San Andrés (Distrito Villaverde. Madrid Capital);71 m²;"Agencia inmobiliaria de madrid zona puente alcocer oficina tecnocasa de madrid.

Se vende estupendo piso para entrar a vivir con s...";40.3990489;-3.6721606;2 habs.;1 baño;
570.000 €;Piso en calle del Memorial 11 de marzo de 2004;/comprar/piso-castilla28016-42558470656_101800/;Castilla (Distrito Chamartín. Madrid Capital);81 m²;"Excelente ubicación, junto al intercambiador de chamartín y cerca de las estaciones de pío xii y duque de pastrana.

Edificio con ...";40.4676296;-3.677106;1 hab.;1 baño;1ª planta
1.595.000 €;Chalet en Canillas;/comprar/chalet-piovera28043-41713650826_102100/;Piovera (Distrito Hortaleza. Madrid Capital);475 m²;Gilmar consulting inmobiliario, arturo soria, telf. : 91 771 77 00, ofrece en exclusiva este espectacular chalet independiente a t...;40.4544714;-3.6372803;6 habs.;6 baños;
1.540.000 €;Piso en Trafalgar;/comprar/piso-trafalgar28010-93358469520_149200/;Trafalgar (Distrito Chamberí. Madrid Capital);326 m²;"Estupendo inmueble de 326 m² en pleno trafalgar. 

Actualmente consta como planta de oficinas, con la posibilidad de segregar y ha...";40.4360837;-3.7032497;7 habs.;3 baños;1ª planta
95.000 €;Piso en calle de la Pilarica;/comprar/piso-moscardo28026-43396544738_515003/;Moscardó (Distrito Usera. Madrid Capital);23 m²;"Oportunidad. Bonito estudio reformado a estrenar en venta en calle pilarica - zona almendrales
Ventanas de pvc, pintura lisa, suel...";40.3838808;-3.7030967;;1 baño;1ª planta
255.000 €;Piso en Ventas;/comprar/piso-ventas28017-44204688937_105100/;Ventas (Distrito Ciudad Lineal. Madrid Capital);69 m²;Oportunidad única! Vivienda2 pone a la venta una vivienda exterior y con unas vistas a zonas verdes , dispone de 69 metros cuadrad...;40.421654789;-3.655010709;3 habs.;1 baño;3ª planta
1.300.000 €;Piso en calle de Modesto Lafuente;/comprar/piso-rios_rosas28003-43400864723_108900/;Ríos Rosas (Distrito Chamberí. Madrid Capital);196 m²;"&nbsp;

Inmobiliaria don chamberi presenta este maravilloso piso de 196 m² ubicado en el prestigioso barrio de r&iacute;os rosas.
...";40.4426;-3.69595;4 habs.;3 baños;
387.000 €;Piso en calle Ilusion, 22;/comprar/piso-el_canaveral-4067692613_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);114 m²;P.2 5ºB V16. Piso en una finca de obra nueva de 114 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 5. Está dispuesto en 3 habitaciones, 2 baños completos y terraza de 7,61 m2. Cuenta como extras ascensor, garaje y trastero.;40,404742073;-3,555921144;3 habs.;2 baños;5ª planta
670.000 €;Piso en Adelfas;/comprar/piso-retiro_estrella28007-40047856483_102100/;Estrella (Distrito Retiro. Madrid Capital);105 m²;¡No pierdas la oportunidad de vivir en un piso lleno de luz y confort en adelfas! Este inmueble de segunda mano, en excelente esta...;40.4070349;-3.6699071;3 habs.;2 baños;
910.000 €;Piso en calle de Don Ramón de la Cruz;/comprar/piso-goya28006-30881090521_996542/;Goya (Distrito Salamanca. Madrid Capital);98 m²;"Diplomatic real estate ofrece piso recién reformado en zona goya muy bien comounicado.
 Salón comedor de 25 m².
2 dormitorios, el ...";40.4287729;-3.6745588;2 habs.;2 baños;4ª planta
615.000 €;Piso en calle de San Isidro Labrador;/comprar/piso-centro_palacio28005-41757362662_100500/;Palacio (Distrito Centro. Madrid Capital);141 m²;"Estupendo piso exterior en palacio de 141 m².

Esta vivienda se encuentra dividida en 2 apartamentos:

-el primer apartamento de 8...";40.410118;-3.712633;3 habs.;3 baños;1ª planta
A consultar;Piso en calle Doctor Esquerdo;/comprar/piso-adelfas28007-40845633641_526615/;Adelfas (Distrito Retiro. Madrid Capital);55 m²;Compro  piso de una habitación de unos 50 metros en la zona de pacifico, retiro y adelfas. Antonio 666218321;40.4272264;-3.6687659;1 hab.;1 baño;3ª planta
599.000 €;Piso en Vallehermoso;/comprar/piso-chamberi_vallehermoso28003-43416902083_100200/;Vallehermoso (Distrito Chamberí. Madrid Capital);125 m²;Tecnocasa ofrece este precioso piso exterior con orientación sur. Consta de 3 dormitorios, amplio salón con terraza, cocina indepe...;40.4378842;-3.71573;3 habs.;2 baños;1ª planta
3.650.000 €;Piso en calle de Génova;/comprar/piso-chamberi_almagro28004-38400083866_101800/;Almagro (Distrito Chamberí. Madrid Capital);304 m²;Walter haus presenta este inmueble único, situado en una de las zonas más cotizadas del barrio de almagro. La finca se ubica en la...;40.4263688;-3.692777;4 habs.;4 baños;5ª planta
145.000 €;Piso en Comillas;/comprar/piso-carabanchel_comillas28019-42554501150_100200/;Comillas (Distrito Carabanchel. Madrid Capital);35 m²;"Agencia inmobiliaria de madrid zona plaza eliptica - comillas oficina tecnocasa de madrid

¡Bienvenidos a este fabuloso piso en pl...";40.391921;-3.7091854;1 hab.;1 baño;
3.600.000 €;Piso en calle de Maldonado;/comprar/piso-salamanca_castellana28006-43401470455_100500/;Castellana (Distrito Salamanca. Madrid Capital);316 m²;"La vivienda se encuentra en reforma, fotos de otro proyecto de similares características. Se entrega amueblada y decorada.

¡Visit...";40.4339691;-3.68286;3 habs.;3 baños;3ª planta
350.000 €;Piso en calle del Cantueso;/comprar/piso-valdeacederas28029-30025348767_512906/;Valdeacederas (Distrito Tetuán. Madrid Capital);100 m²;"“hominn presentar esta magnífica vivienda ubicada en el barrio de valdeacederas.

Un amplio recibidor nos conduce a la zona de dí...";40.4691326;-3.7033041;3 habs.;2 baños;3ª planta
3.950.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39234166817_996542/;El Viso (Distrito Chamartín. Madrid Capital);380 m²;Diplomatic real estate ofrece piso con mobiliario de diseño y reforma de altísima calidad a estrenar en edificio representativo de...;40.4381633;-3.6892995;6 habs.;6 baños;1ª planta
1.400.000 €;Chalet en Peñagrande;/comprar/chalet-penagrande28035-45021323745_101800/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);306 m²;Walter haus tiene el placer de presentarle este magnífico chalet situado en la exclusiva zona de puerta de hierro, una ubicación p...;40.474283;-3.7352104;6 habs.;5 baños;
601.000 €;Piso en calle de Rosario Romero, 25;/comprar/piso-tetuan_almenara28029-42504063947_994534/;Almenara (Distrito Tetuán. Madrid Capital);138 m²;"Viviendas exclusivas en madrid. 5 viviendas de nueva construcción a escasos minutos de plaza castilla y de las cinco torres.
Rr25 ...";40.470128284882534;-3.69753757465868;3 habs.;2 baños;Bajo
385.000 €;Piso en calle de San Sinforiano;/comprar/piso-casco_historico_de_barajas-45087522538_990679/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);85 m²;"Red house / vende ático dúplex con trastero y plaza de garaje
Dispone de dos dormitorios con armario empotrado, dos baños completo...";40.473442;-3.5804261;2 habs.;2 baños;3ª planta
528.000 €;Piso en Embajadores;/comprar/piso-centro_embajadores_lavapies28012-45065496618_105100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);80 m²;Vivienda2 presenta en exclusiva un fantástico piso en la céntrica y tranquila calle juanelo. Ubicado en un edificio bien conservad...;40.4111407;-3.7070654;3 habs.;2 baños;2ª planta
450.000 €;Piso en Cármenes;/comprar/piso-latina_carmenes28011-41683361609_100200/;Cármenes (Distrito Latina. Madrid Capital);100 m²;"Agencia inmobiliaria de madrid zona latina, madrid rio tecnocasa estudio el manzanares sl

Piso en venta en madrid rio, ubicado en...";40.4046479;-3.7441926;3 habs.;;2ª planta
