precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
1.650 €/mes;Piso en Chamberi;/alquilar/piso-rios_rosas28003-41702757789_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 baño;68 m²;3ª planta;Engel and völkers presenta este estupendo piso en la calle ponzano en chamberí. La vivienda se encuentra en la tercera planta de u...;40.4407878;-3.6989327;2 habs.
3.200 €/mes;Apartamento en Salamanca;/alquilar/apartamento-goya28006-40071748639_101800/;Goya (Distrito Salamanca. Madrid Capital);1 baño;50 m²;4ª planta;Engel & völkers presenta este maravilloso duplex de diseño, recién reformado y amueblado con encanto, cuidando el mínimo detalle e...;40.4271224;-3.673629;1 hab.
1.250 €/mes;Piso en Almendrales;/alquilar/piso-almendrales28026-41686117714_101800/;Almendrales (Distrito Usera. Madrid Capital);1 baño;40 m²;;"Ref: 108410

Disponible desde el 01 de marzo 2024

Piso en alquiler con superficie de 40m², muy luminoso., exterior

La vivienda s...";40.3858183;-3.7004243;1 hab.
4.750 €/mes;Piso en calle de Valverde;/alquilar/piso-universidad_malasana28004-38429731585_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;132 m²;;"Engel & völkers le presenta esta exclusiva vivienda en un edificio emblemático de gran vía, recién rehabilitado.
El piso es comple...";40.4211157;-3.7021786;3 habs.
1.400 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28001-41731663004_101800/;Castellana (Distrito Salamanca. Madrid Capital);1 baño;50 m²;3ª planta;"Ref: 108591

Disponible desde ya

Fantastico piso en alquiler con superficie de 50m². Planta 3ra con orientacion este

La vivienda...";40.4301615;-3.6859749;1 hab.
925 €/mes;Piso en calle de las Viñas del Río, 16;/alquilar/piso-butarque28021-40867681671_100500/;Butarque (Distrito Villaverde. Madrid Capital);1 baño;45 m²;5ª planta;"¡Alquila ahora y llévate un descuento de 925€!
Sin comisiones de agencia

Y ahora alquilando con nestar, llévate un 5% de descuent...";40.34;-3.67908;1 hab.
1.350 €/mes;Apartamento en calle Aguarón;/alquilar/apartamento-valdemarin-41678510218_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;55 m²;;Engel & volkers presenta en alquiler este fantástico piso disponible inmediatamente en el corazón del barrio de valdemarín - arava...;40.4655673;-3.7926543;1 hab.
2.295 €/mes;Piso en calle de Isabel Clara Eugenia, 31;/alquilar/piso-sanchinarro28050-40903632276_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;83 m²;2ª planta;"*** alquiler por meses*** 
Consulte disponibilidad en nuestra página web

Vivienda de 2 dormitorios, totalmente amueblada y equipa...";40.4932;-3.65192;2 habs.
1.475 €/mes;Piso en calle de José Miguel Guridi;/alquilar/piso-piovera28043-41705928104_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;91 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

Estupenda vivienda de 2 dormitorios, ¡Con garaje y trastero ...";40.460729;-3.6343832;2 habs.
1.460 €/mes;Piso en calle de José Miguel Guridi;/alquilar/piso-piovera28043-41672344824_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;85 m²;2ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

Estupenda vivienda de 2 dormitorios, ¡Con garaje y trastero ...";40.4602845;-3.6351099;2 habs.
1.145 €/mes;Piso en calle del Pintor Ignacio Zuloaga, 8;/alquilar/piso-sanchinarro28050-41700739971_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);1 baño;64 m²;4ª planta;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones)

U...";40.4853;-3.65143;1 hab.
825 €/mes;Piso en Puente de Vallecas;/alquilar/piso-palomeras_bajas28018-41727953463_108900/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);1 baño;65 m²;1ª planta;Piso reformado de 65m² distribuidos en 2 amplios dormitorios, salón-comedor, cocina amueblada y equipada, cuarto trastero y baño, ...;40.392922;-3.6602775;2 habs.
2.200 €/mes;Piso en Avenida de la Ciudad de Barcelona;/alquilar/piso-adelfas28007-39178415725_101800/;Adelfas (Distrito Retiro. Madrid Capital);1 baño;64 m²;7ª planta;Engel & völkers presenta este este hermoso estudio completamente amueblado y equipado en el distrito de retiro. Esta vivienda se o...;40.3994858;-3.6719826;1 hab.
3.170 €/mes;Casa en Prosperidad;/alquilar/casa-chamartin_prosperidad28002-41691649320_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);4 baños;200 m²;;"Ref: 105194

Disponible desde ya

Fantastico casa en alquiler con superficie de 200m², muy luminoso. Planta 3ra, exterior

La vivi...";40.443425;-3.6719843;3 habs.
1.050 €/mes;Apartamento en Distrito Salamanca;/alquilar/apartamento-salamanca_castellana28006-40872358736_108900/;Castellana (Distrito Salamanca. Madrid Capital);1 baño;41 m²;;"¡Estupendo apartamento en calle claudio coello!
Disponible el 01 de marzo. 2024

Housingo presenta este encantador apartamento de ...";40.4236806;-3.6869469;1 hab.
990 €/mes;Estudio en Palacio;/alquilar/estudio-centro_palacio28013-41701937455_101800/;Palacio (Distrito Centro. Madrid Capital);;44 m²;;;40.421537;-3.7083029;
1.425 €/mes;Ático en calle del Pintor Ignacio Zuloaga, 2;/alquilar/atico-sanchinarro28050-41677033285_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);1 baño;79 m²;;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones)

U...";40.4857;-3.65206;2 habs.
1.300 €/mes;Piso en Valdezarza;/alquilar/piso-valdezarza28039-41748017562_101800/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);;76 m²;;;40.4644169;-3.7171697;
2.750 €/mes;Ático en Pasaje de Caleruega;/alquilar/atico-costillares-40083865206_100500/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 baños;180 m²;;Amplio ático amueblado o sin muebles, con calefacción central incluida en el precio, reformado con primeras calidades, con terraza...;40.4812926;-3.6725104;3 habs.
1.600 €/mes;Piso en Imperial;/alquilar/piso-centro_palacio28005-41709663696_102100/;Palacio (Distrito Centro. Madrid Capital);1 baño;50 m²;;Gilmar consulting inmobiliario pone a su disposición exclusiva vivienda de obra nueva, completamente equipada y amueblada, lista p...;40.4077527;-3.7095267;1 hab.
1.470 €/mes;Piso en Gaztambide;/alquilar/piso-gaztambide28015-41675265066_101800/;Gaztambide (Distrito Chamberí. Madrid Capital);;45 m²;;;40.4353868;-3.7178277;
795 €/mes;Piso en San Blas;/alquilar/piso-san_blas_amposta-41744809068_108900/;Amposta (Distrito San Blas. Madrid Capital);1 baño;50 m²;1ª planta;Piso exterior recién reformado. Dispone de 2 habitaciones, salón con bomba de frío/calor, cocina amueblada y equipada con electrod...;40.4275171;-3.6205627;2 habs.
3.100 €/mes;Ático en Colina;/alquilar/atico-ciudad_lineal_colina28043-41682356195_101800/;Colina (Distrito Ciudad Lineal. Madrid Capital);;165 m²;;;40.4603706;-3.6621427;
1.400 €/mes;Piso en calle de Abtao;/alquilar/piso-retiro_pacifico28007-40907948797_993066/;Pacífico (Distrito Retiro. Madrid Capital);2 baños;100 m²;2ª planta;Redpiso pacifico ofrece en alquiler piso en calle abtao. Distribuido en hall, salón de paso, dos dormitorios, dos baños completos ...;40.4031833;-3.6769095;2 habs.
1.000 €/mes;Piso en Simancas;/alquilar/piso-san_blas_simancas28037-40895669104_100500/;Simancas (Distrito San Blas. Madrid Capital);1 baño;52 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio reside...";40.4276187;-3.6292667;3 habs.
1.295 €/mes;Piso en Fuencarral;/alquilar/piso-fuencarral_el_pardo_la_paz28029-40875416416_108900/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;115 m²;7ª planta;Estupendo piso reformado de 115 m² compuesto por 4 dormitorios y 2 baños completos, amplio salón-comedor con terraza cerrada, coci...;40.4796352;-3.7018481;4 habs.
1.600 €/mes;Piso en Centro;/alquilar/piso-centro_embajadores_lavapies28012-41674294233_108900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;60 m²;;Estupendo piso de 60 m² situado, la vivienda cuenta con una distribución en dúplex, dispone de tres amplias habitaciones en la pla...;40.406791;-3.7005685;3 habs.
1.200 €/mes;Piso en San Blas;/alquilar/piso-san_blas_canillejas28022-40846995835_108900/;Canillejas (Distrito San Blas. Madrid Capital);2 baños;100 m²;;Estupenda vivienda reformada a estrenar de 100m², distribuida en 3 habitaciones, amplio salón-comedor, cocina amueblada y equipada...;40.4388675;-3.6140237;3 habs.
1.495 €/mes;Ático en calle del Pintor Ignacio Zuloaga, 2;/alquilar/atico-sanchinarro28050-40060895767_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);1 baño;60 m²;;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones)

U...";40.4857;-3.65206;2 habs.
1.200 €/mes;Piso en Concepción;/alquilar/piso-concepcion-39248598520_100200/;Concepción (Distrito Ciudad Lineal. Madrid Capital);1 baño;75 m²;6ª planta;"Agencia inmobiliaria de madrid zona nuevo mundo - san pascual tecnocasa oficina nuevo mundo - san pascual:
Estupenda vivienda en u...";40.4357997;-3.657203;2 habs.
1.700 €/mes;Piso en Ventas;/alquilar/piso-ventas28017-40919184491_101800/;Ventas (Distrito Ciudad Lineal. Madrid Capital);2 baños;130 m²;4ª planta;"Sin gastos de comision de agencia. Sin muebles, con electrodomesticos.

Madrid, ventas, amplísimo piso en cuarta planta con ascens...";40.4291816;-3.6526009;4 habs.
1.400 €/mes;Apartamento en Centro;/alquilar/apartamento-justicia_chueca28004-40076266685_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;44 m²;;Engel & völkers le ofrece este recién renovado apartamento en el barrio de malasaña. La vivienda es exterior, se ubica en la prime...;40.4245706;-3.6979957;1 hab.
1.600 €/mes;Piso en calle de Costa Rica;/alquilar/piso-chamartin_hispanoamerica28016-40897171609_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;80 m²;5ª planta;Amplio piso amueblado con terraza de 14 m², calefacción central con contadores independientes, piscina de sal y plaza de garaje po...;40.4582651;-3.6740782;1 hab.
1.050 €/mes;Piso en Palomeras Bajas;/alquilar/piso-palomeras_bajas28018-40874218679_100500/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);1 baño;59 m²;4ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio reside...";40.3866795;-3.6528312;3 habs.
900 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-29187825553_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;48 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.34959;-3.6904429;2 habs.
1.700 €/mes;Apartamento en Centro;/alquilar/apartamento-centro_embajadores_lavapies28005-37543567690_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;70 m²;;Engel & völkers presenta este apartamento en alquiler situado en un edifico historico en el corazón de madrid, en el distrito cent...;40.4079172;-3.7109376;1 hab.
3.450 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38430850360_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;140 m²;1ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.4235568;-3.7024484;2 habs.
995 €/mes;Piso en Tetuan;/alquilar/piso-valdezarza28039-41732778673_108900/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;59 m²;2ª planta;Estupendo piso de 58 m² con 2 dormitorios, salón-comedor con salida a terraza, cocina equipada y amueblada, 1 cuarto de baño compl...;40.4635133;-3.7167656;2 habs.
1.100 €/mes;Piso en calle de Fuente del Saz;/alquilar/piso-chamartin_hispanoamerica28016-40914028563_108900/;Hispanoamérica (Distrito Chamartín. Madrid Capital);;50 m²;3ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4533158;-3.6802661;
2.000 €/mes;Piso en calle de Costa Rica;/alquilar/piso-nueva_espana28016-40870152521_100500/;Nueva España (Distrito Chamartín. Madrid Capital);2 baños;110 m²;3ª planta;Amplio piso amueblado y luminoso con calefacción central con contadores independiente, piscina con agua de sal y posibilidad de pl...;40.4582651;-3.6740782;2 habs.
2.900 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28005-41754187282_101800/;Palacio (Distrito Centro. Madrid Capital);1 baño;88 m²;;"Ref: 107587

Disponible desde ya

Fantastico piso en alquiler con superficie de 88m², muy luminoso. Planta 6ta, exterior con orien...";40.4132972;-3.713061;1 hab.
9.450 €/mes;Piso en El Viso;/alquilar/piso-fuencarral_el_pardo_valverde28046-40925589747_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);5 baños;576 m²;;Gilmar consulting inmobiliario pone a su disposición este excepcional piso en el viso  descubre la comodidad y el lujo en este mag...;40.4842607;-3.6852766;6 habs.
1.060 €/mes;Piso en San Fermín;/alquilar/piso-san_fermin-40835648103_100500/;San Fermín (Distrito Usera. Madrid Capital);1 baño;58 m²;3ª planta;"¡Alta de suministros gratis!

Excelente apartamento de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio res...";40.3774227;-3.6918391;3 habs.
1.150 €/mes;Piso en calle del Pintor Ignacio Zuloaga, 4;/alquilar/piso-sanchinarro28050-41693276366_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);1 baño;50 m²;3ª planta;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones)

U...";40.4855;-3.65183;1 hab.
2.700 €/mes;Piso en Chamberi;/alquilar/piso-chamberi_arapiles28015-41684817105_101800/;Arapiles (Distrito Chamberí. Madrid Capital);2 baños;72 m²;;Engel & völkers presenta este apartamento en alquiler vacío en edifico de obra nueva del 2023. Es un edificio en línea con los hot...;40.430345;-3.7106388;2 habs.
1.300 €/mes;Piso en Arganzuela;/alquilar/piso-chopera28045-41739227600_108900/;Chopera (Distrito Arganzuela. Madrid Capital);1 baño;60 m²;3ª planta;Vivienda recién reformada de 60m², consta de 2 habitaciones, un amplio salón comedor, cocina americana amueblada y  equipada, 1 ba...;40.3976698;-3.6968669;2 habs.
1.300 €/mes;Piso en Avenida de San Luis;/alquilar/piso-costillares-30027284555_517093/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 baños;141 m²;2ª planta;"Piso luminoso con terraza y plaza de garaje opcional.

Se alquila semi-amueblado.

Distribuido en cuatro dormitorios, dos baños, c...";40.4787797;-3.6713829;4 habs.
3.100 €/mes;Piso en calle de Maiquez;/alquilar/piso-goya28009-40060220690_101800/;Goya (Distrito Salamanca. Madrid Capital);3 baños;140 m²;1ª planta;Engel & völkers les presenta esta vivienda totalmente reformada, con muy buenas calidades, sin amueblar, disponible de forma inmed...;40.4218405;-3.6726548;4 habs.
890 €/mes;Piso en Latina;/alquilar/piso-latina_aluche28047-41670072408_108900/;Aluche (Distrito Latina. Madrid Capital);1 baño;56 m²;1ª planta;Piso de 56m² reformado a estrenar. Consta de dos habitaciones, un baño completo con plato de ducha, salón, cocina amueblada y equi...;40.3919772;-3.7504048;2 habs.
850 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-39258901319_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;51 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.348482;-3.6897014;2 habs.
2.500 €/mes;Piso en Salamanca;/alquilar/piso-goya28009-41676284601_101800/;Goya (Distrito Salamanca. Madrid Capital);2 baños;124 m²;5ª planta;"Disponible a partir del 20 de abril.
Engel & völkers presenta este estupendo piso ubicado en una de las mejores zonas de madrid, e...";40.42792664;-3.669210181;2 habs.
11.000 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28001-38372267674_101800/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;392 m²;1ª planta;Engel&völkers les presenta este amplio piso señorial en finca clásica y representativa en la calle ortega y gasset, una de las pri...;40.4301003;-3.6830809;5 habs.
4.200 €/mes;Piso en Tetuan;/alquilar/piso-castillejos28020-38365097641_101800/;Castillejos (Distrito Tetuán. Madrid Capital);4 baños;355 m²;10ª planta;Exclusivo piso. Engel & völkers les presenta este luminoso piso de 355m² construidos, 280m² útiles, con espectaculares vistas sobr...;40.4574168;-3.6907946;5 habs.
1.350 €/mes;Ático en Centro;/alquilar/atico-universidad_malasana28004-40012152446_108900/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;45 m²;;Magnífico ático totalmente reformado y a estrenar de 45 m² con 10 m² de terraza, 1 dormitorio con baño en suite y amplio salón-com...;40.4217804;-3.701738;1 hab.
2.500 €/mes;Piso en Retiro;/alquilar/piso-adelfas28007-41690590729_101800/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;130 m²;;Engel & völkers presenta esta amplia y luminosa vivienda, en excelente estado. Muy cercano al retiro, ubicada en una undécima plan...;40.406109277;-3.66694304;4 habs.
